Bit_Temperature,Casing Integrity,Cuttings,Depth_Temperature,Depth_of_Bit,MUD_Circulation,MUD_Density,MUD_Density_Rating,Permeability,Permeability_Rating,Porosity,Precipitation,Pressure,Rotary_Speed,Rotary_Torque,Weight_on_Bit,failure,score,sessionID,team,turn
249.0,Good,67,75.38847295382132,0,969.0384305690982,11,Good,8,Good,4,Low,4.8,332.7537862921777,4104.0,4769.056817480558,False,0,oHczb_FnI1vm2DlKUa6N6_thqhE,4,0
190.0,Good,42,82.01057470450554,25,865.7663071951919,12,Good,7,Fine,3,Low,14.3,138.88471259496723,2880.0,3157.511969339618,False,1,oHczb_FnI1vm2DlKUa6N6_thqhE,4,1
268.0,Good,22,78.20489850905358,50,646.8868924498532,15,Good,5,Fine,4,Fair,27.1,391.3006285611154,4049.0,4831.495623942778,False,2,oHczb_FnI1vm2DlKUa6N6_thqhE,4,2
171.0,Good,3,93.31912587860036,75,813.4241571198436,9,Bad,7,Fine,3,High,37.3,684.5042683099449,1676.0,3045.2839262210537,False,3,oHczb_FnI1vm2DlKUa6N6_thqhE,4,3
285.0,Good,88,87.60939108137222,100,360.3496552936844,15,Good,4,Bad,4,Fair,47.5,85.57735449936725,4216.0,4387.574221643788,False,4,oHczb_FnI1vm2DlKUa6N6_thqhE,4,4
85.0,Good,94,90.74246348402991,125,1182.4738343467761,9,Bad,8,Good,1,Fair,63.3,205.87017327533036,855.0,1267.1865978249189,False,5,oHczb_FnI1vm2DlKUa6N6_thqhE,4,5
353.0,Fair,31,94.49439368385738,150,620.0088800598556,10,Bad,7,Fine,6,Fair,76.6,759.5248209084693,5028.0,6547.120115616908,False,6,oHczb_FnI1vm2DlKUa6N6_thqhE,4,6
228.0,Good,22,93.50844211213573,175,782.0468098778557,13,Good,7,Fine,3,Low,84.2,167.60108535527738,3312.0,3647.0109902698496,False,7,oHczb_FnI1vm2DlKUa6N6_thqhE,4,7
129.0,Good,97,78.31091881695733,200,510.76251435741005,15,Good,3,Bad,1,Fair,91.3,196.90196709757046,1324.0,1717.592976246397,False,8,oHczb_FnI1vm2DlKUa6N6_thqhE,4,8
218.0,Good,23,96.66868676948101,225,524.1972538779224,9,Bad,3,Bad,3,Fair,106.4,790.887695614257,2158.0,3739.4248473361267,True,-2,oHczb_FnI1vm2DlKUa6N6_thqhE,4,9
124.0,Good,9,92.99546955767057,250,363.71388194697306,15,Good,1,Bad,1,Fair,113.8,774.7528117277086,211.0,1760.894602010775,False,-5,oHczb_FnI1vm2DlKUa6N6_thqhE,4,10
214.0,Good,12,92.2748070821735,275,993.4579122658696,14,Good,10,Good,3,Low,126.3,356.7128705882033,3063.0,3776.767126283674,False,-4,oHczb_FnI1vm2DlKUa6N6_thqhE,4,11
327.0,Good,65,88.97338483391039,300,914.6725782512269,9,Bad,8,Good,5,Low,136.6,230.5164720789321,5437.0,5897.731014485724,False,-3,oHczb_FnI1vm2DlKUa6N6_thqhE,4,12
351.0,Fair,79,95.50451050142058,325,836.4957125080991,15,Good,7,Fine,6,Low,149.2,577.719349846315,5376.0,6531.584330239682,True,-13,oHczb_FnI1vm2DlKUa6N6_thqhE,4,13
244.0,Good,67,79.62326797167582,350,413.0469133088132,12,Good,3,Bad,4,Fair,161.6,510.5571520307066,3190.0,4210.686688038887,False,-16,oHczb_FnI1vm2DlKUa6N6_thqhE,4,14
121.0,Good,25,93.09184927820135,375,994.6052922134118,10,Bad,8,Good,2,High,186.8,666.7087492984344,895.0,2228.8262678785286,False,-15,oHczb_FnI1vm2DlKUa6N6_thqhE,4,15
78.0,Good,84,99.35917309447862,400,1055.7940292485825,8,Bad,8,Good,1,High,188.0,436.0559982544446,188.0,1060.1210455520704,False,-14,oHczb_FnI1vm2DlKUa6N6_thqhE,4,16
229.0,Good,67,99.89178714476006,425,492.596998876916,13,Good,4,Bad,3,High,216.2,619.6814210257264,2460.0,3699.6020423634404,False,-13,oHczb_FnI1vm2DlKUa6N6_thqhE,4,17
212.0,Good,32,80.17651827837578,450,848.0675928377532,13,Good,6,Fine,4,Fair,202.2,757.749648218815,2730.0,4245.060765225453,False,-12,oHczb_FnI1vm2DlKUa6N6_thqhE,4,18
157.0,Good,35,80.51434853345351,475,1138.0875979595442,14,Good,10,Good,3,Low,231.9,765.0163715986333,1899.0,3428.6284579278063,False,-11,oHczb_FnI1vm2DlKUa6N6_thqhE,4,19
231.0,Good,89,79.66530263415204,500,550.1683727993786,11,Good,2,Bad,3,Low,230.5,290.54503239439714,3294.0,3875.3984319510396,False,-10,oHczb_FnI1vm2DlKUa6N6_thqhE,4,20
181.0,Good,75,89.10831218632597,525,325.9008666379394,8,Bad,4,Bad,2,Fair,258.8,59.23650096149461,2108.0,2226.241577285531,False,-9,oHczb_FnI1vm2DlKUa6N6_thqhE,4,21
354.0,Fair,28,92.33916401846766,550,399.8201269192774,9,Bad,1,Bad,6,Low,254.1,487.7087259440952,5154.0,6129.651198007602,False,-8,oHczb_FnI1vm2DlKUa6N6_thqhE,4,22
119.0,Good,29,93.94631041385547,575,625.0438638155472,14,Good,5,Fine,1,Low,263.9,392.65648395004297,742.0,1527.2876786456904,True,-18,oHczb_FnI1vm2DlKUa6N6_thqhE,4,23
138.0,Good,36,92.27063193399535,600,1164.2092307418757,15,Good,8,Good,2,Low,300.2,767.5864143410881,1319.0,2854.3101080517736,False,-21,oHczb_FnI1vm2DlKUa6N6_thqhE,4,24
338.0,Good,63,99.95237163998544,625,1129.6499208060698,10,Bad,9,Good,6,High,314.0,543.40640012065,5345.0,6431.362580390305,False,-20,oHczb_FnI1vm2DlKUa6N6_thqhE,4,25
281.0,Good,19,92.74401206537507,650,471.71020647981067,9,Bad,2,Bad,4,Low,322.2,684.902357617284,3556.0,4926.284427373714,False,-19,oHczb_FnI1vm2DlKUa6N6_thqhE,4,26
135.0,Good,48,80.54231419041683,675,1103.157420815749,15,Good,8,Good,2,Low,339.7,234.6742460054397,1949.0,2418.5619410291647,False,-18,oHczb_FnI1vm2DlKUa6N6_thqhE,4,27
152.0,Good,69,93.0678314631721,700,1081.5574841618861,13,Good,9,Good,2,High,322.9,489.7843335852079,1771.0,2750.1757459794617,False,-17,oHczb_FnI1vm2DlKUa6N6_thqhE,4,28
334.0,Good,14,90.86728952093162,725,497.9765276763559,11,Good,1,Bad,5,Low,324.8,52.019531806547164,5306.0,5410.2328173049855,False,-16,oHczb_FnI1vm2DlKUa6N6_thqhE,4,29
278.0,Good,5,92.44383144756578,750,905.0481753739464,8,Bad,8,Good,4,High,335.2,262.7963924026576,4359.0,4884.9186717560215,True,-26,oHczb_FnI1vm2DlKUa6N6_thqhE,4,30
135.0,Good,17,91.80604854079664,775,588.7914019955629,8,Bad,2,Bad,2,Fair,339.9,541.8838209973844,920.0,2004.0996120238344,False,-29,oHczb_FnI1vm2DlKUa6N6_thqhE,4,31
375.0,Fair,3,81.25683055611069,800,342.37565437221537,12,Good,1,Bad,6,Fair,399.0,759.6930823959044,5462.0,6981.181335165472,False,-28,oHczb_FnI1vm2DlKUa6N6_thqhE,4,32
182.0,Good,13,90.12887942119548,825,757.3376508224972,13,Good,7,Fine,3,High,365.8,586.4576258812624,2007.0,3179.8167486289017,False,-27,oHczb_FnI1vm2DlKUa6N6_thqhE,4,33
183.0,Good,99,94.48566247791534,850,980.2051231683369,8,Bad,9,Good,3,Fair,424.5,403.15906883900675,2356.0,3162.465951227466,True,-37,oHczb_FnI1vm2DlKUa6N6_thqhE,4,34
102.0,Good,97,94.25820560340196,875,1089.4958483612575,12,Good,10,Good,1,Fair,437.2,627.4155428386097,626.0,1880.8082881096134,False,-40,oHczb_FnI1vm2DlKUa6N6_thqhE,4,35
112.0,Good,67,86.83512620608143,900,1039.6942048802011,13,Good,9,Good,1,High,407.5,129.37048642835344,1416.0,1674.9295024855505,False,-39,oHczb_FnI1vm2DlKUa6N6_thqhE,4,36
177.0,Good,67,84.5411325225267,925,506.3618360280316,15,Good,3,Bad,2,Fair,450.1,163.91671021388254,2188.0,2515.6247287485517,False,-38,oHczb_FnI1vm2DlKUa6N6_thqhE,4,37
190.0,Good,58,94.56069409744296,950,1142.1548242612218,15,Good,8,Good,3,Fair,455.0,336.5314452412605,2708.0,3380.8315491597527,False,-37,oHczb_FnI1vm2DlKUa6N6_thqhE,4,38
325.0,Good,33,86.40447342277413,975,996.3567995296264,14,Good,10,Good,5,Low,427.9,145.50355079390198,5630.0,5921.176047563845,False,-36,oHczb_FnI1vm2DlKUa6N6_thqhE,4,39
242.0,Good,43,94.47390396374433,1000,1110.6866822948148,8,Bad,8,Good,4,High,468.0,480.1535017373246,3583.0,4543.032261163379,False,-35,oHczb_FnI1vm2DlKUa6N6_thqhE,4,40
377.0,Fair,10,85.19301205040315,1025,472.7500622837331,14,Good,1,Bad,6,High,452.6,74.1762314661448,6237.0,6385.328573832384,False,-34,oHczb_FnI1vm2DlKUa6N6_thqhE,4,41
244.0,Good,23,84.83598379384685,1050,410.0106937704268,15,Good,1,Bad,4,High,466.1,555.0588538968825,3032.0,4142.305079609906,False,-33,oHczb_FnI1vm2DlKUa6N6_thqhE,4,42
110.0,Good,77,89.26133879840617,1075,876.2250554006268,9,Bad,7,Fine,1,Fair,511.8,300.8962710890036,989.0,1591.1707709340922,True,-43,oHczb_FnI1vm2DlKUa6N6_thqhE,4,43
295.0,Good,18,96.26203626293581,1100,891.3851593778068,15,Good,6,Fine,4,Fair,505.3,55.35626226992639,4801.0,4911.47403192752,False,-46,oHczb_FnI1vm2DlKUa6N6_thqhE,4,44
321.0,Good,97,89.33250288624596,1125,1118.9651293628192,10,Bad,8,Good,6,High,533.4,356.8704844681621,5386.0,6099.692574165949,False,-45,oHczb_FnI1vm2DlKUa6N6_thqhE,4,45
268.0,Good,17,92.78705364765882,1150,588.3166974558205,14,Good,1,Bad,4,High,549.8,410.05803846370156,3689.0,4509.005672806886,False,-44,oHczb_FnI1vm2DlKUa6N6_thqhE,4,46
106.0,Good,13,79.02493626301512,1175,1148.8491576831211,8,Bad,10,Good,2,Low,525.0,492.1374870093935,1201.0,2185.6028357074974,False,-43,oHczb_FnI1vm2DlKUa6N6_thqhE,4,47
216.0,Good,50,87.10540004717461,1200,464.8542248739227,10,Bad,1,Bad,3,Low,581.6,799.4169854673435,2245.0,3844.262706690847,False,-42,oHczb_FnI1vm2DlKUa6N6_thqhE,4,48
325.0,Good,73,86.47115671036516,1225,741.0381237766863,8,Bad,6,Fine,6,High,616.7,623.4117583243607,4883.0,6129.500950209968,True,-52,oHczb_FnI1vm2DlKUa6N6_thqhE,4,49
308.0,Good,85,96.11892959015876,1250,879.6827447010787,8,Bad,6,Fine,5,High,579.3,126.78742979344251,4984.0,5237.7308854617195,False,-55,oHczb_FnI1vm2DlKUa6N6_thqhE,4,50
245.0,Good,51,94.36082820662628,1275,968.3952690999841,9,Bad,8,Good,4,Low,590.6,396.0434542304402,3587.0,4378.788733229898,False,-54,oHczb_FnI1vm2DlKUa6N6_thqhE,4,51
255.0,Good,74,81.81837412470765,1300,977.7873903956821,14,Good,9,Good,4,Low,604.3,508.37567548750354,3931.0,4947.372316537931,False,-53,oHczb_FnI1vm2DlKUa6N6_thqhE,4,52
188.0,Good,27,78.37134447927754,1325,642.8636208563393,8,Bad,6,Fine,2,Fair,624.1,75.86580339695931,2764.0,2915.701540986296,False,-52,oHczb_FnI1vm2DlKUa6N6_thqhE,4,53
355.0,Fair,27,95.9657925358309,1350,356.2534219799203,13,Good,2,Bad,5,Fair,659.2,305.88879839119227,5232.0,5843.40279144507,False,-51,oHczb_FnI1vm2DlKUa6N6_thqhE,4,54
322.0,Good,24,91.1553897053784,1375,533.6606858145807,13,Good,4,Bad,5,High,690.6,426.0660498010531,4731.0,5583.364573525672,True,-61,oHczb_FnI1vm2DlKUa6N6_thqhE,4,55
298.0,Good,66,86.68352315508841,1400,726.7760685603184,14,Good,6,Fine,5,Low,682.0,606.2968342355567,4337.0,5549.716260910549,False,-64,oHczb_FnI1vm2DlKUa6N6_thqhE,4,56
246.0,Good,5,79.01206973639421,1425,820.9733772242857,8,Bad,6,Fine,4,High,695.4,131.36460586888933,4039.0,4301.763854388032,False,-63,oHczb_FnI1vm2DlKUa6N6_thqhE,4,57
370.0,Fair,85,76.27677600306839,1450,385.77989196715083,9,Bad,1,Bad,6,High,681.3,140.83402227601184,6117.0,6398.169744829078,False,-62,oHczb_FnI1vm2DlKUa6N6_thqhE,4,58
290.0,Good,20,93.50523679924265,1475,543.0914159876457,14,Good,4,Bad,4,High,688.8,453.92617189082,4016.0,4923.357052471647,False,-61,oHczb_FnI1vm2DlKUa6N6_thqhE,4,59
208.0,Good,8,78.04878014671027,1500,1120.2193384574703,10,Bad,8,Good,3,High,748.5,267.28472603868454,3447.0,3981.3735260712247,False,-60,oHczb_FnI1vm2DlKUa6N6_thqhE,4,60
254.0,Good,62,94.16093385169478,1525,303.9453584712802,11,Good,3,Bad,3,High,763.4,496.57799541118396,3002.0,3994.656913615693,True,-70,oHczb_FnI1vm2DlKUa6N6_thqhE,4,61
105.0,Good,8,99.08638091838301,1550,1012.316708283583,12,Good,8,Good,1,High,700.2,557.7206670546603,575.0,1690.5317351051513,False,-73,oHczb_FnI1vm2DlKUa6N6_thqhE,4,62
152.0,Good,50,76.07666379041756,1575,688.9213573329308,14,Good,7,Fine,2,Low,690.0,239.55528935738204,1966.0,2444.747834271458,False,-72,oHczb_FnI1vm2DlKUa6N6_thqhE,4,63
372.0,Fair,41,87.90731087316594,1600,637.2299793462003,15,Good,5,Fine,6,Low,695.8,203.2885385872246,6113.0,6519.440451625542,False,-71,oHczb_FnI1vm2DlKUa6N6_thqhE,4,64
131.0,Good,69,92.24563485476845,1625,589.2464301758605,15,Good,1,Bad,1,Fair,790.2,546.8939387122934,809.0,1903.1606980911274,False,-70,oHczb_FnI1vm2DlKUa6N6_thqhE,4,65
359.0,Fair,63,75.30172848404068,1650,668.8351813634384,12,Good,6,Fine,6,High,720.9,57.528312552128575,6282.0,6397.53127099424,True,-80,oHczb_FnI1vm2DlKUa6N6_thqhE,4,66
359.0,Fair,69,78.77948880385313,1675,1165.4239220627987,13,Good,10,Good,6,Fair,793.9,99.24016237928481,6662.0,6860.875550096314,False,-83,oHczb_FnI1vm2DlKUa6N6_thqhE,4,67
372.0,Fair,15,96.14526263565604,1700,925.9888170813805,11,Good,10,Good,6,Fair,798.7,502.04075949380723,5948.0,6952.470875074391,False,-82,oHczb_FnI1vm2DlKUa6N6_thqhE,4,68
137.0,Good,87,89.88707987514088,1725,451.12462082322884,8,Bad,4,Bad,1,Low,801.2,137.7283132412802,1253.0,1528.4392576472258,False,-81,oHczb_FnI1vm2DlKUa6N6_thqhE,4,69
276.0,Good,93,88.77362949175003,1750,925.7700912716901,13,Good,8,Good,4,Fair,846.0,41.341245377839726,4620.0,4702.448689444287,False,-80,oHczb_FnI1vm2DlKUa6N6_thqhE,4,70
113.0,Good,53,95.77898836069996,1775,424.28239367239934,10,Bad,1,Bad,1,Low,819.5,413.11845534190417,355.0,1181.4144697230008,False,-79,oHczb_FnI1vm2DlKUa6N6_thqhE,4,71
334.0,Good,35,94.88731881976213,1800,543.0638244418091,12,Good,1,Bad,5,Fair,822.1,215.47663458869883,5107.0,5538.3202387522215,False,-78,oHczb_FnI1vm2DlKUa6N6_thqhE,4,72
297.0,Good,38,87.87266594882877,1825,509.87027269460043,8,Bad,4,Bad,5,High,826.7,313.83025312961723,4373.0,5001.083026595832,True,-88,oHczb_FnI1vm2DlKUa6N6_thqhE,4,73
82.0,Good,21,76.09443184174849,1850,621.8505980360244,15,Good,6,Fine,1,High,857.4,628.4301429363976,112.0,1368.9080700435038,False,-91,oHczb_FnI1vm2DlKUa6N6_thqhE,4,74
112.0,Good,84,96.67697526230606,1875,410.7346093320155,11,Good,2,Bad,1,High,917.3,714.233808610065,0,1300.0285535810144,False,-90,oHczb_FnI1vm2DlKUa6N6_thqhE,4,75
308.0,Good,89,94.55346998805211,1900,323.8876164350325,11,Good,4,Bad,5,Low,855.6,485.3883482365581,4111.0,5082.089038979824,False,-89,oHczb_FnI1vm2DlKUa6N6_thqhE,4,76
241.0,Good,39,86.65597994852718,1925,473.04161589351565,12,Good,2,Bad,4,Fair,958.0,795.1978485294319,2767.0,4357.782813862474,False,-88,oHczb_FnI1vm2DlKUa6N6_thqhE,4,77
153.0,Good,37,77.07914096971871,1950,327.5815416078774,9,Bad,4,Bad,2,High,944.1,399.800578757572,1440.0,2239.8947434524903,True,-98,oHczb_FnI1vm2DlKUa6N6_thqhE,4,78
